gene,DEMO_CELL_001,DEMO_CELL_002,DEMO_CELL_003,DEMO_CELL_004,DEMO_CELL_005,DEMO_CELL_006,DEMO_CELL_007,DEMO_CELL_008,DEMO_CELL_009,DEMO_CELL_010,DEMO_CELL_011,DEMO_CELL_012,DEMO_CELL_013,DEMO_CELL_014,DEMO_CELL_015,DEMO_CELL_016,DEMO_CELL_017,DEMO_CELL_018,DEMO_CELL_019,DEMO_CELL_020,DEMO_CELL_021,DEMO_CELL_022,DEMO_CELL_023,DEMO_CELL_024,DEMO_CELL_025,DEMO_CELL_026,DEMO_CELL_027,DEMO_CELL_028,DEMO_CELL_029,DEMO_CELL_030,DEMO_CELL_031,DEMO_CELL_032,DEMO_CELL_033,DEMO_CELL_034,DEMO_CELL_035,DEMO_CELL_036,DEMO_CELL_037,DEMO_CELL_038,DEMO_CELL_039,DEMO_CELL_040,DEMO_CELL_041,DEMO_CELL_042,DEMO_CELL_043,DEMO_CELL_044,DEMO_CELL_045,DEMO_CELL_046,DEMO_CELL_047,DEMO_CELL_048,DEMO_CELL_049,DEMO_CELL_050,DEMO_CELL_051,DEMO_CELL_052,DEMO_CELL_053,DEMO_CELL_054,DEMO_CELL_055,DEMO_CELL_056,DEMO_CELL_057,DEMO_CELL_058,DEMO_CELL_059,DEMO_CELL_060,DEMO_CELL_061,DEMO_CELL_062,DEMO_CELL_063,DEMO_CELL_064,DEMO_CELL_065,DEMO_CELL_066,DEMO_CELL_067,DEMO_CELL_068,DEMO_CELL_069,DEMO_CELL_070,DEMO_CELL_071,DEMO_CELL_072,DEMO_CELL_073,DEMO_CELL_074,DEMO_CELL_075,DEMO_CELL_076,DEMO_CELL_077,DEMO_CELL_078,DEMO_CELL_079,DEMO_CELL_080,DEMO_CELL_081,DEMO_CELL_082,DEMO_CELL_083,DEMO_CELL_084,DEMO_CELL_085,DEMO_CELL_086,DEMO_CELL_087,DEMO_CELL_088,DEMO_CELL_089,DEMO_CELL_090,DEMO_CELL_091,DEMO_CELL_092,DEMO_CELL_093,DEMO_CELL_094,DEMO_CELL_095,DEMO_CELL_096,DEMO_CELL_097,DEMO_CELL_098,DEMO_CELL_099,DEMO_CELL_100,DEMO_CELL_101,DEMO_CELL_102,DEMO_CELL_103,DEMO_CELL_104,DEMO_CELL_105,DEMO_CELL_106,DEMO_CELL_107,DEMO_CELL_108,DEMO_CELL_109,DEMO_CELL_110,DEMO_CELL_111,DEMO_CELL_112,DEMO_CELL_113,DEMO_CELL_114,DEMO_CELL_115,DEMO_CELL_116,DEMO_CELL_117,DEMO_CELL_118,DEMO_CELL_119,DEMO_CELL_120
SIMGENE0196,3,17,2,16,21,6,4,4,13,19,13,9,14,12,16,8,10,24,8,23,9,7,9,8,10,20,19,10,25,34,16,21,10,19,7,16,32,14,7,7,2,14,3,2,17,6,14,3,7,1,5,1,15,3,11,2,5,2,9,6,8,10,16,18,23,4,15,16,37,3,24,9,29,24,9,10,4,4,7,15,7,6,6,2,27,12,8,3,6,4,7,21,7,10,9,6,35,7,4,5,13,8,10,3,1,10,2,11,9,8,5,4,5,10,9,14,8,7,9,8
SIMGENE0197,26,4,4,3,3,3,7,5,6,17,8,2,8,8,8,2,3,4,12,5,12,15,12,5,4,5,9,3,8,2,17,17,9,2,14,5,3,16,12,6,9,13,12,6,8,8,5,1,9,3,8,2,3,9,7,9,7,5,12,5,12,7,11,16,4,13,3,7,13,18,10,5,21,22,11,9,6,3,16,4,6,18,4,1,12,9,12,3,10,9,3,13,1,8,4,12,19,5,5,7,7,1,7,5,12,3,3,5,6,20,6,11,4,17,4,4,10,10,9,11
SIMGENE0198,2,2,8,1,4,2,1,1,8,4,1,15,6,2,12,5,8,5,9,7,1,5,5,3,9,6,4,10,6,14,7,8,3,21,27,7,8,9,5,9,6,3,1,6,3,4,1,14,3,7,1,13,6,6,5,3,5,4,13,4,3,3,22,2,8,7,5,3,6,27,16,7,17,8,17,4,14,13,1,8,2,2,8,3,4,4,3,5,10,5,3,4,1,5,6,13,3,5,5,1,2,8,6,3,13,3,2,3,3,1,2,9,1,2,3,2,4,1,3,14
SIMGENE0199,10,10,10,9,13,14,33,21,15,25,14,24,9,2,14,14,8,13,3,17,2,3,4,21,6,27,3,8,19,38,9,15,11,15,0,15,13,6,12,2,22,18,14,10,16,2,14,37,6,8,4,13,2,11,24,3,10,18,11,1,32,7,31,4,15,15,13,8,18,4,16,3,13,10,30,27,14,10,6,23,28,8,10,4,1,19,11,1,7,14,9,5,24,18,7,15,5,7,17,4,23,7,8,2,2,22,14,5,17,34,12,8,9,4,9,4,9,5,10,34
SIMGENE0200,3,2,1,2,5,2,3,1,4,1,2,0,11,5,2,9,2,7,5,1,3,2,9,4,5,1,3,9,8,2,4,4,8,2,3,3,3,2,5,4,1,8,17,7,12,5,11,15,7,5,9,1,4,8,4,4,10,7,5,2,7,6,6,3,2,4,1,6,12,1,6,2,5,3,3,10,7,3,3,3,1,1,2,3,5,2,2,4,2,1,2,4,4,2,2,1,0,5,4,3,3,1,5,8,4,5,1,2,6,6,0,2,3,4,6,2,1,5,2,6
SIMGENE0201,17,5,25,12,5,5,38,16,34,8,4,4,32,4,17,6,11,12,4,10,10,4,12,20,30,14,16,4,10,14,5,13,14,13,23,1,10,6,8,10,12,9,2,10,15,18,6,20,34,18,24,13,4,12,4,6,1,20,18,14,11,13,1,10,12,7,5,8,1,12,6,7,8,7,8,3,2,12,6,6,11,6,9,9,19,10,3,15,4,8,10,17,19,11,5,10,11,4,9,8,5,15,1,17,6,13,3,5,18,3,3,9,8,4,7,10,1,14,6,4
SIMGENE0202,6,4,1,6,6,6,3,4,7,0,2,0,5,8,7,4,1,16,3,11,5,3,5,4,6,8,5,4,5,5,11,1,1,3,2,9,6,8,1,7,3,10,8,6,7,10,1,1,3,2,9,9,20,10,7,8,11,8,13,14,1,14,6,9,4,1,1,14,5,5,9,15,7,5,10,3,9,9,12,8,6,10,8,17,10,9,7,19,8,10,4,1,3,4,9,8,5,11,7,21,2,0,1,3,11,4,2,7,8,2,2,6,4,14,5,7,8,1,9,2
SIMGENE0203,10,2,5,3,5,3,1,2,2,3,3,3,0,4,3,4,4,5,11,5,10,2,1,2,1,1,4,2,1,5,3,6,3,2,2,3,4,4,4,8,5,3,4,3,4,4,8,9,2,3,13,4,8,8,5,3,2,1,3,5,10,6,14,4,8,20,12,5,1,5,3,5,2,2,4,1,5,5,7,7,2,2,3,6,4,7,5,4,1,1,2,3,5,7,2,3,10,3,4,0,5,3,5,1,2,4,8,8,1,6,3,6,2,3,14,2,3,4,6,3
SIMGENE0204,13,6,1,18,9,3,8,2,6,7,4,28,9,7,2,35,1,1,8,28,8,6,4,20,15,5,4,10,5,24,6,4,9,6,3,8,5,3,9,6,6,12,9,17,4,19,22,11,2,11,17,5,8,12,3,8,8,8,4,5,23,13,7,11,36,13,8,16,11,3,6,8,28,30,4,8,37,7,10,1,1,1,11,8,11,8,18,29,6,8,13,9,9,17,23,14,8,2,4,16,37,12,8,14,8,0,14,9,5,9,11,4,7,17,7,3,15,10,3,6
SIMGENE0205,13,3,4,4,2,13,2,4,8,5,22,4,11,9,9,4,4,5,6,5,3,2,16,27,11,10,4,8,3,7,5,12,2,1,3,11,2,3,5,5,15,7,2,3,0,34,6,14,13,5,10,16,10,6,8,3,4,9,0,7,21,11,0,11,16,6,14,3,5,10,12,6,4,4,14,2,11,3,9,6,2,18,14,9,3,11,9,0,6,5,11,4,7,12,6,4,5,16,9,15,9,13,26,4,8,4,3,13,13,4,4,16,14,9,10,11,22,9,20,4
SIMGENE0206,0,19,13,5,1,13,8,2,2,1,10,13,3,6,1,4,10,10,2,11,6,13,10,1,9,21,7,11,11,16,8,8,16,7,3,23,28,5,9,9,27,3,5,4,15,11,43,22,8,1,6,4,8,10,5,8,7,17,6,13,6,7,18,4,15,60,2,30,2,6,19,1,4,5,11,15,17,10,11,8,14,6,7,17,8,5,5,9,5,7,6,10,19,4,11,5,4,12,11,10,20,12,12,11,4,15,7,21,9,14,7,7,22,14,23,15,18,2,29,14
SIMGENE0207,5,2,10,3,7,8,6,2,4,1,9,6,4,7,6,9,6,3,4,11,3,2,4,4,3,7,3,1,2,1,12,5,3,0,3,10,2,3,2,1,5,2,11,4,5,7,2,1,5,4,1,2,3,2,6,16,7,1,5,1,3,2,7,7,7,7,2,6,9,7,1,5,4,3,7,3,3,1,4,9,11,8,4,1,9,4,3,8,2,13,7,4,5,11,1,1,6,1,2,7,3,6,8,8,2,7,8,12,5,10,9,2,8,10,8,1,1,4,2,3
SIMGENE0208,10,3,15,22,19,4,26,21,4,5,18,22,5,5,7,29,20,18,24,2,14,13,4,9,6,29,5,7,5,7,4,6,6,8,1,6,3,3,0,1,12,19,11,9,14,9,11,5,9,6,11,6,10,11,17,14,26,9,11,1,3,1,7,14,11,13,5,10,13,2,32,6,1,22,7,9,18,18,3,12,6,8,18,3,1,10,5,8,9,9,7,15,9,9,4,19,6,19,6,4,9,14,22,10,1,33,3,16,5,13,39,1,7,20,14,16,7,8,8,3
SIMGENE0209,14,6,9,1,1,2,2,11,2,6,2,2,1,1,5,8,2,9,3,3,5,18,8,5,13,1,3,2,4,3,4,2,8,1,7,2,5,2,4,0,5,3,4,4,2,4,4,5,5,4,9,1,2,1,3,3,0,2,2,5,6,11,0,7,1,2,9,10,6,6,4,6,3,3,3,5,10,2,7,3,8,11,1,1,3,1,5,5,1,1,3,3,6,4,4,4,1,4,2,2,14,1,2,2,5,2,10,3,3,6,3,1,4,3,11,13,10,3,3,10
SIMGENE0210,21,13,5,2,22,5,2,5,27,9,17,5,12,7,8,6,6,1,10,11,8,2,4,6,14,2,15,5,13,18,3,9,5,6,5,14,12,5,4,5,12,9,6,12,5,4,6,3,12,3,6,1,15,6,6,9,10,4,3,9,4,12,8,5,5,5,14,14,12,8,11,3,9,12,33,4,11,7,22,2,4,4,1,7,6,4,7,4,28,1,4,11,15,10,7,6,8,2,10,2,7,4,5,2,8,0,7,1,5,8,5,6,2,3,4,10,6,1,6,6
SIMGENE0211,19,10,6,6,7,8,2,17,5,31,19,10,7,20,1,3,18,17,19,10,15,17,7,2,12,7,24,6,6,7,15,13,8,9,6,18,11,8,7,11,10,6,5,52,11,7,16,7,5,5,13,23,5,16,12,11,16,13,13,11,3,2,3,18,3,6,3,4,7,3,4,3,3,3,10,3,7,11,6,5,6,14,11,11,0,3,3,5,5,3,9,15,16,4,13,3,16,2,3,15,14,2,4,2,10,8,17,2,7,6,9,13,14,2,8,9,7,13,12,17
SIMGENE0212,1,3,3,1,3,6,4,4,7,4,1,5,2,8,1,1,3,1,1,3,1,3,3,3,0,2,2,1,1,1,4,2,1,4,11,2,1,0,5,1,1,0,1,2,1,1,0,1,1,1,2,2,3,1,6,0,1,2,3,2,1,3,5,0,4,3,3,3,2,2,1,10,2,1,1,1,2,2,1,2,3,0,4,4,2,9,3,2,2,1,1,2,2,11,5,1,6,1,5,1,0,1,2,2,1,1,2,0,2,2,6,1,1,1,2,1,2,3,1,1
SIMGENE0213,13,6,7,5,7,10,8,6,15,5,7,4,19,9,14,11,7,12,2,2,1,10,1,15,23,8,6,11,25,5,17,4,7,18,10,4,3,16,4,6,7,0,3,2,2,3,3,2,11,2,2,5,4,2,2,5,7,5,2,4,8,2,3,0,3,8,10,3,1,4,5,10,4,4,3,17,3,5,12,11,8,5,6,6,15,14,2,7,1,7,3,4,12,6,3,4,23,6,4,8,16,15,14,2,3,2,4,10,6,3,12,4,18,1,13,8,2,4,18,1
SIMGENE0214,3,5,10,4,13,3,1,10,6,5,9,15,2,12,1,2,4,2,3,11,26,5,2,10,3,15,4,2,10,6,18,9,25,2,4,0,8,6,1,8,5,4,9,17,3,8,7,7,9,10,7,11,7,6,18,5,21,5,9,17,5,15,11,13,9,17,7,8,7,11,6,6,7,3,7,12,0,7,9,2,5,6,28,14,1,13,12,5,9,4,6,12,11,18,17,3,3,9,5,7,0,12,7,4,14,7,3,30,12,6,2,2,25,13,14,9,18,14,5,6
SIMGENE0215,9,2,3,5,2,10,6,7,3,4,12,15,6,6,4,16,7,4,2,11,2,2,2,1,7,1,3,2,6,3,8,4,4,6,1,5,2,5,2,1,1,2,2,11,5,3,2,1,4,3,1,10,1,4,1,2,4,3,13,5,4,5,2,1,0,6,1,6,2,3,3,2,2,3,4,4,1,4,9,4,2,9,3,3,4,5,8,1,4,1,3,3,0,5,6,1,2,4,5,7,6,6,3,15,5,11,9,8,2,20,7,2,3,5,9,1,2,8,6,2
SIMGENE0216,4,14,13,14,22,12,6,8,13,2,4,18,7,5,9,20,15,15,4,7,1,7,7,7,15,11,14,5,3,10,14,6,24,4,19,21,7,2,15,6,16,5,2,2,24,7,14,9,8,9,22,11,8,15,7,16,23,5,7,7,10,7,8,11,8,13,19,12,11,26,1,8,11,15,21,3,17,13,30,2,18,2,3,10,3,11,5,12,9,5,16,14,7,7,3,6,4,4,5,1,25,18,11,14,7,9,5,9,6,15,14,11,5,14,6,12,21,9,6,3
SIMGENE0217,3,3,5,2,2,1,4,2,4,5,3,2,3,6,2,2,5,2,2,2,1,2,1,1,1,2,3,2,2,2,0,2,2,3,2,1,1,2,1,0,0,1,2,2,3,12,2,2,1,3,1,2,3,2,1,2,4,3,5,1,1,1,3,1,1,1,1,6,2,1,3,3,2,3,2,1,3,1,3,6,0,1,2,1,1,1,0,4,2,1,1,2,2,2,0,2,0,1,1,1,1,3,1,4,5,6,7,2,2,2,4,3,2,1,0,5,5,2,1,0
SIMGENE0218,6,1,2,4,2,3,3,2,5,5,12,0,1,4,6,3,1,3,2,1,5,7,8,6,3,1,1,4,1,4,1,6,1,3,4,1,2,3,4,4,2,3,1,5,3,6,5,1,0,3,4,5,0,3,2,3,5,7,2,2,0,1,1,1,2,3,3,3,1,2,3,3,12,3,3,2,0,3,1,6,3,1,2,3,4,1,2,3,4,1,8,1,3,4,1,3,5,2,1,0,4,1,1,1,1,2,6,2,4,1,2,4,5,5,11,3,1,1,1,5
SIMGENE0219,7,8,8,5,6,7,5,3,9,4,11,7,6,16,10,3,9,6,5,12,32,22,6,12,6,7,28,13,17,11,11,8,20,8,16,16,15,19,24,33,3,0,15,30,6,6,15,3,5,18,8,13,3,2,10,5,6,7,16,14,10,3,16,5,3,16,4,2,10,2,18,15,9,9,9,4,1,3,9,2,3,1,3,20,6,19,1,14,3,8,2,12,5,38,3,21,7,2,6,7,2,8,11,10,4,7,17,4,8,12,7,5,8,2,4,3,13,6,10,4
SIMGENE0220,3,4,1,1,4,1,22,7,4,1,6,1,1,3,3,7,1,10,5,6,9,4,2,6,13,4,8,3,3,3,1,6,9,18,27,7,24,1,4,5,3,3,3,6,9,9,2,1,3,8,3,6,6,5,2,4,6,7,6,0,8,9,3,2,3,4,7,3,2,1,17,8,1,2,12,7,7,8,8,5,4,10,9,7,3,1,4,15,23,6,9,9,3,3,7,4,1,5,5,5,3,1,4,1,3,7,2,6,8,4,1,2,2,1,9,5,3,2,7,3
SIMGENE0221,3,5,3,3,6,12,16,24,5,7,3,12,3,5,1,3,10,11,1,11,19,15,1,13,3,7,5,5,9,8,5,17,5,4,9,10,16,3,8,16,3,6,23,7,6,12,6,4,19,11,2,7,1,14,20,4,5,4,6,4,3,15,14,14,3,5,1,12,4,1,10,4,2,3,7,7,2,6,8,9,10,8,4,13,9,5,7,6,8,53,12,11,3,7,21,4,27,4,6,5,19,11,25,4,4,14,3,8,2,11,24,10,6,13,4,9,8,3,11,0
SIMGENE0222,4,19,3,6,6,4,5,7,3,9,8,4,4,11,5,11,2,7,4,14,7,2,6,1,20,3,9,7,2,8,15,2,11,5,20,13,2,6,7,8,3,5,8,4,4,3,0,11,7,11,1,6,15,1,9,14,5,3,16,8,1,11,6,9,3,4,4,2,12,23,8,11,5,11,6,2,12,12,6,12,4,7,3,9,1,3,1,10,0,3,4,8,4,7,10,2,3,8,3,6,4,0,8,2,10,4,5,5,4,6,1,4,5,8,6,2,2,2,7,4
SIMGENE0223,11,5,1,9,4,4,9,3,10,4,6,2,11,2,3,6,1,5,23,6,9,12,3,18,17,2,15,13,5,9,6,9,6,16,16,11,12,4,34,14,3,4,2,11,3,5,10,5,10,3,3,0,15,9,7,2,1,4,0,5,8,3,0,1,15,8,1,0,6,6,3,14,3,15,4,3,17,6,5,14,4,15,9,26,16,7,7,2,7,12,3,6,24,2,9,4,8,16,3,5,5,14,5,1,4,13,6,6,8,5,9,11,2,17,4,3,10,5,3,13
SIMGENE0224,4,2,4,1,1,3,6,2,5,0,2,4,2,9,10,6,2,2,4,6,4,0,2,8,3,2,5,3,9,7,2,0,2,3,10,6,6,3,8,5,5,9,5,6,1,3,5,3,6,13,2,4,11,2,16,2,6,6,3,4,5,3,6,7,3,2,5,9,3,6,5,6,4,9,13,3,1,1,6,6,5,2,1,6,10,4,4,4,7,2,3,8,11,1,7,11,9,4,6,14,7,8,4,6,8,5,7,2,4,10,4,1,3,8,10,9,6,2,2,3
SIMGENE0225,4,3,2,0,3,2,5,7,3,2,2,4,2,11,11,2,2,6,5,2,2,4,2,2,5,1,1,6,3,4,5,8,11,5,2,6,3,3,5,4,2,8,1,3,1,3,3,4,6,3,10,2,5,4,1,8,2,2,4,7,7,2,4,6,2,6,3,4,3,6,4,7,2,5,3,5,4,3,4,6,4,1,3,1,1,4,5,9,6,2,8,3,1,4,1,0,1,8,2,6,4,2,10,4,4,4,6,2,3,4,4,3,4,5,3,2,8,13,8,9
SIMGENE0226,15,18,13,25,6,32,11,10,20,2,43,18,41,5,7,23,16,14,5,30,10,6,6,10,16,28,13,8,6,14,6,18,1,9,11,1,10,18,10,8,22,6,6,12,12,6,5,17,12,5,8,15,25,6,4,9,12,14,30,16,10,18,9,8,41,31,7,7,13,1,7,15,2,19,18,7,13,7,19,17,28,10,14,11,16,8,22,5,7,1,13,15,3,16,4,5,13,2,16,7,12,4,21,13,4,14,19,9,3,13,8,1,2,8,9,16,43,9,2,11
SIMGENE0227,0,2,3,2,2,2,0,2,3,2,3,1,1,1,3,0,1,2,2,1,4,3,4,2,3,3,1,2,1,1,4,3,3,1,1,1,3,6,1,5,6,2,1,3,5,4,2,7,8,1,4,2,2,4,4,0,5,1,7,5,2,2,1,5,3,2,3,2,2,3,1,1,12,3,2,2,6,0,3,1,1,2,2,3,3,2,2,2,4,1,7,4,3,2,2,5,4,2,3,4,2,1,1,2,1,1,1,1,0,1,2,1,3,1,1,1,2,4,1,2
SIMGENE0228,2,5,0,1,3,0,0,1,2,7,2,0,6,4,2,3,2,1,2,0,1,2,4,4,1,2,3,2,8,3,4,6,2,1,3,6,3,3,4,5,5,3,2,3,3,5,6,4,3,0,1,1,2,2,3,1,3,2,5,2,1,0,2,1,1,1,1,2,1,1,0,2,2,2,1,2,2,1,1,2,1,2,1,4,1,3,3,1,2,6,1,6,2,3,3,4,7,1,1,2,3,3,0,1,1,1,3,2,2,1,4,0,3,1,5,1,2,0,0,2
SIMGENE0229,1,1,3,1,3,1,3,0,3,10,2,4,3,3,2,2,3,1,2,1,1,2,2,1,2,1,4,3,2,1,1,4,2,2,1,5,1,1,1,2,2,1,2,3,1,5,1,1,1,3,4,7,3,1,1,1,3,5,1,3,1,1,2,3,2,1,1,1,1,3,0,3,1,3,2,2,1,1,2,2,1,2,3,5,1,1,2,1,1,1,0,2,7,4,1,1,1,0,1,2,5,7,12,3,2,3,3,2,3,4,2,2,3,5,6,2,3,9,5,14
SIMGENE0230,19,8,2,6,12,3,1,2,0,2,2,2,5,8,1,4,1,2,3,4,6,4,1,3,6,1,1,8,12,2,10,6,11,3,2,15,15,4,4,6,8,7,4,3,6,24,3,6,5,2,8,17,10,9,6,3,8,2,6,8,9,7,1,3,2,9,1,7,4,12,15,8,1,6,3,9,1,4,2,3,10,14,9,6,8,20,6,29,7,8,11,14,2,15,6,10,7,3,9,9,3,10,3,3,3,7,4,2,7,4,8,9,7,1,9,7,7,4,5,1
SIMGENE0231,12,8,13,1,16,7,2,2,10,15,25,2,15,7,1,13,6,7,10,6,14,4,11,5,5,5,2,6,15,4,4,2,15,3,6,6,18,4,6,6,4,6,8,5,22,9,6,5,9,23,8,1,12,7,3,5,11,5,9,4,3,7,3,6,9,5,14,4,10,19,2,5,6,14,6,23,7,9,7,4,2,12,7,16,4,4,20,14,16,8,8,23,8,6,7,1,16,1,5,13,1,5,3,6,23,11,4,9,7,7,5,11,7,1,5,17,6,4,10,6
SIMGENE0232,14,22,20,4,19,9,25,8,10,15,8,8,12,6,2,10,13,4,13,16,3,6,8,18,6,8,7,7,5,8,14,2,13,14,7,6,4,3,16,16,4,9,3,1,19,7,4,8,1,3,2,5,4,13,9,6,7,3,5,2,6,11,18,4,23,11,13,7,13,6,3,9,8,7,5,6,11,12,16,21,10,16,27,38,5,19,25,7,14,4,26,11,7,4,13,8,5,13,10,7,15,12,14,2,18,3,1,9,6,8,5,4,5,14,11,3,10,14,6,7
SIMGENE0233,1,6,4,0,1,4,2,1,1,0,1,4,4,0,1,0,3,2,3,1,2,3,2,0,2,2,4,3,2,1,0,1,1,2,1,1,1,1,2,1,4,0,5,1,1,1,2,1,3,3,6,1,2,0,1,1,1,2,1,5,2,1,1,4,1,4,7,9,4,4,1,3,6,3,1,2,4,1,3,5,2,1,0,1,2,1,0,1,1,1,1,2,0,2,1,3,2,2,2,1,5,1,8,2,0,5,1,1,1,2,2,3,3,6,3,1,2,1,4,2
SIMGENE0234,17,4,20,12,2,5,6,9,10,1,12,2,3,11,3,24,25,26,19,5,5,3,26,15,7,9,16,17,10,10,16,15,11,9,1,4,4,8,4,3,17,7,8,6,3,9,3,1,9,4,2,4,20,7,4,6,27,6,3,3,2,13,10,7,15,25,20,6,6,4,11,12,18,19,28,21,17,8,12,7,8,10,5,5,11,8,6,4,1,3,8,3,3,6,5,12,2,3,3,17,5,8,1,6,1,4,11,6,8,1,8,8,10,8,11,6,1,3,9,6
SIMGENE0235,1,0,1,1,2,1,2,1,3,2,0,1,1,0,1,0,1,1,1,3,1,5,1,1,1,3,0,1,1,2,4,4,3,2,2,1,4,2,1,2,2,2,1,2,2,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,2,1,2,0,2,1,1,1,1,1,0,2,2,0,0,2,1,1,1,1,2,1,3,1,1,0,0,2,2,2,1,6,1,1,0,1,2,1,2,1,3,1,2,1,1,1,2,0,0,0,1,1,2,3,4,0,2,0,1,5
SIMGENE0236,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,3,1,0,0,1,1,1,0,1,0,1,3,0,1,2,0,1,1,0,0,1,0,1,1,0,1,2,2,2,1,1,1,1,1,1,1,0,0,1,0,3,0,3,1,1,0,0,1,1,1,1,4,2,2,1,1,1,4,1,1,0,1,2,1,1,1,1,1,1,1,0,1,1,2,0,1,1,0,1,2,0,3,2,1,3,0,2,2,2,2,2,0,0,2,2,3,1,2,1,1,1,1,2,0,2
SIMGENE0237,11,14,10,3,29,22,2,6,19,9,4,7,12,4,9,8,3,3,17,2,11,2,2,5,4,15,3,4,3,8,4,7,1,4,2,3,22,18,4,0,2,4,6,12,4,2,13,8,14,9,7,1,4,3,4,4,1,5,4,2,4,5,9,5,13,10,13,5,7,17,2,32,2,2,3,1,16,14,13,9,4,2,2,13,7,1,12,5,14,8,5,2,16,8,5,1,5,5,6,3,13,3,9,4,16,8,21,3,9,10,16,9,3,1,3,27,4,5,17,25
SIMGENE0238,1,5,8,3,4,3,2,1,8,5,4,6,7,3,4,7,3,6,3,9,2,6,1,3,5,3,2,3,5,1,4,3,5,7,1,1,4,3,4,1,5,0,1,1,3,8,4,1,3,3,1,2,4,1,3,4,1,6,2,2,13,5,9,3,1,5,3,6,2,7,18,2,2,2,2,7,4,8,10,2,1,7,6,9,2,7,5,2,3,5,11,2,8,6,4,1,8,1,11,4,3,13,6,7,1,0,2,0,6,3,2,4,5,4,2,0,8,6,3,5
SIMGENE0239,0,1,2,2,1,0,1,1,2,1,1,2,1,1,1,0,1,1,1,2,0,2,1,1,2,1,2,0,0,0,1,1,1,0,0,1,3,1,1,0,2,1,2,2,1,1,1,1,1,0,2,0,1,3,2,1,0,1,2,1,1,1,1,2,0,1,1,1,1,2,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,0,0,1,0,0,0,0,2,1,1,0,1,1,0,2,0,0
SIMGENE0240,1,4,4,7,8,7,14,3,15,3,2,6,9,7,2,2,3,3,6,1,1,12,7,13,15,6,10,2,6,3,6,2,5,8,11,2,5,3,15,7,9,4,8,5,2,6,10,6,14,9,5,11,8,4,1,6,4,12,10,12,5,4,3,3,6,3,6,6,3,10,3,3,5,5,2,3,2,1,1,8,3,7,14,12,3,3,14,4,7,19,3,15,13,5,14,14,2,2,24,6,3,5,4,4,4,3,1,3,4,3,1,7,1,4,5,3,1,4,4,12
SIMGENE0241,1,14,10,1,5,13,5,15,1,3,5,5,2,2,12,5,7,16,5,12,11,0,12,11,16,43,20,8,13,4,8,6,17,6,6,13,13,3,6,11,10,6,13,28,6,13,4,21,3,4,3,2,6,6,4,7,29,2,29,8,9,15,8,7,2,5,7,30,11,9,11,13,22,16,2,2,3,5,2,9,6,9,11,13,4,20,10,16,7,12,12,20,11,7,9,9,4,8,25,11,10,11,9,3,10,2,11,2,5,2,10,4,21,3,5,2,4,8,2,12
SIMGENE0242,2,1,2,2,0,2,1,4,1,1,1,0,3,1,0,4,2,0,1,2,2,1,2,1,0,0,5,3,5,1,1,1,3,2,7,0,2,2,2,1,2,1,1,2,1,2,1,1,4,1,1,4,0,2,2,0,2,2,3,3,1,1,0,1,4,2,1,3,1,0,1,0,4,1,2,2,2,0,3,0,2,1,2,2,0,1,4,1,0,1,2,4,1,2,0,2,1,1,2,1,1,0,2,1,1,0,1,1,0,0,0,0,1,1,1,2,1,3,1,1
SIMGENE0243,9,7,19,9,8,11,19,10,8,2,19,2,20,4,21,8,2,44,8,4,17,4,13,11,3,9,16,5,18,5,12,7,11,7,32,5,11,8,5,3,11,7,2,9,2,3,3,14,2,5,3,12,8,2,2,8,4,3,3,7,9,5,15,8,6,4,3,2,4,10,2,4,1,3,4,1,3,7,5,3,5,12,1,1,2,4,5,2,9,9,1,6,15,9,9,2,7,2,2,4,4,7,5,5,3,3,12,3,11,3,7,10,12,11,3,10,4,1,5,9
SIMGENE0244,0,3,7,1,2,2,4,1,3,4,3,5,2,2,1,4,1,3,3,1,1,2,5,3,2,4,1,3,4,4,1,2,3,1,6,4,2,3,6,3,3,1,0,1,1,1,1,2,3,2,1,6,2,5,2,6,2,3,7,1,3,1,1,4,1,1,1,8,4,3,2,3,2,2,7,7,1,5,2,2,2,2,5,1,3,3,10,2,2,1,3,6,1,4,3,2,3,5,1,1,2,1,1,0,3,1,1,1,4,0,2,3,0,2,0,2,0,4,5,1
SIMGENE0245,22,10,15,20,12,5,16,9,1,7,7,7,17,10,11,1,3,7,5,8,11,30,14,13,17,4,5,18,28,29,22,9,6,6,3,25,19,11,4,2,12,25,9,11,17,9,22,39,21,14,4,25,31,38,15,16,51,10,19,17,7,10,3,8,8,4,6,11,8,6,28,4,12,10,6,8,5,6,5,13,11,17,8,11,46,27,14,12,18,6,4,43,5,5,9,32,4,19,9,9,2,3,4,9,12,4,40,4,18,17,5,8,4,7,12,9,7,9,6,7
